"resp","rt"
1,0.022
1,0.069
1,0.187
1,0.198
1,0.199
1,0.23
1,0.232
1,0.239
1,0.245
1,0.248
1,0.25
1,0.251
1,0.253
1,0.255
1,0.258
1,0.259
1,0.259
1,0.26
1,0.26
1,0.263
1,0.263
1,0.265
1,0.266
1,0.267
1,0.267
1,0.267
1,0.27
1,0.27
1,0.27
1,0.271
1,0.271
1,0.272
1,0.272
1,0.273
1,0.274
1,0.274
1,0.274
1,0.274
1,0.275
1,0.276
1,0.276
1,0.276
1,0.277
1,0.278
1,0.279
1,0.279
1,0.279
1,0.279
1,0.28
1,0.28
1,0.281
1,0.282
1,0.282
1,0.282
1,0.283
1,0.285
1,0.285
1,0.285
1,0.286
1,0.286
1,0.286
1,0.289
1,0.29
1,0.29
1,0.291
1,0.291
1,0.291
1,0.292
1,0.292
1,0.292
1,0.293
1,0.293
1,0.293
1,0.294
1,0.294
1,0.296
1,0.296
1,0.296
1,0.297
1,0.297
1,0.297
1,0.297
1,0.298
1,0.298
1,0.299
1,0.299
1,0.3
1,0.302
1,0.303
1,0.304
1,0.305
1,0.305
1,0.305
1,0.305
1,0.307
1,0.308
1,0.312
1,0.312
1,0.313
1,0.313
1,0.313
1,0.315
1,0.315
1,0.316
1,0.316
1,0.317
1,0.317
1,0.318
1,0.319
1,0.319
1,0.32
1,0.321
1,0.321
1,0.321
1,0.322
1,0.322
1,0.325
1,0.326
1,0.326
1,0.328
1,0.328
1,0.328
1,0.328
1,0.329
1,0.329
1,0.329
1,0.329
1,0.33
1,0.33
1,0.33
1,0.33
1,0.331
1,0.331
1,0.331
1,0.331
1,0.333
1,0.336
1,0.336
1,0.339
1,0.339
1,0.34
1,0.34
1,0.345
1,0.345
1,0.347
1,0.347
1,0.349
1,0.349
1,0.352
1,0.352
1,0.352
1,0.358
1,0.358
1,0.359
1,0.359
1,0.36
1,0.362
1,0.362
1,0.364
1,0.365
1,0.365
1,0.367
1,0.371
1,0.372
1,0.372
1,0.373
1,0.374
1,0.374
1,0.374
1,0.375
1,0.378
1,0.378
1,0.38
1,0.384
1,0.384
1,0.39
1,0.391
1,0.401
1,0.403
1,0.404
1,0.404
1,0.409
1,0.421
1,0.426
1,0.427
1,0.43
1,0.439
1,0.441
1,0.445
1,0.454
1,0.454
1,0.464
1,0.49
1,0.519
1,0.532
1,0.595
1,0.617
