"resp","rt"
1,0.043
1,0.044
1,0.049
1,0.061
1,0.065
1,0.117
1,0.149
1,0.179
1,0.181
1,0.192
1,0.213
1,0.215
1,0.219
1,0.221
1,0.222
1,0.224
1,0.224
1,0.224
1,0.224
1,0.225
1,0.23
1,0.232
1,0.232
1,0.234
1,0.235
1,0.236
1,0.236
1,0.238
1,0.24
1,0.24
1,0.241
1,0.241
1,0.243
1,0.243
1,0.243
1,0.244
1,0.245
1,0.245
1,0.245
1,0.246
1,0.248
1,0.248
1,0.25
1,0.251
1,0.251
1,0.252
1,0.252
1,0.255
1,0.255
1,0.255
1,0.255
1,0.258
1,0.258
1,0.259
1,0.26
1,0.261
1,0.262
1,0.262
1,0.262
1,0.263
1,0.263
1,0.266
1,0.268
1,0.269
1,0.269
1,0.27
1,0.27
1,0.271
1,0.274
1,0.274
1,0.276
1,0.278
1,0.278
1,0.278
1,0.278
1,0.279
1,0.279
1,0.279
1,0.28
1,0.283
1,0.284
1,0.285
1,0.286
1,0.288
1,0.288
1,0.288
1,0.29
1,0.291
1,0.291
1,0.291
1,0.295
1,0.295
1,0.297
1,0.301
1,0.302
1,0.302
1,0.302
1,0.303
1,0.306
1,0.306
1,0.307
1,0.307
1,0.308
1,0.309
1,0.309
1,0.309
1,0.31
1,0.31
1,0.311
1,0.312
1,0.313
1,0.313
1,0.314
1,0.317
1,0.319
1,0.32
1,0.32
1,0.321
1,0.321
1,0.323
1,0.323
1,0.323
1,0.324
1,0.327
1,0.331
1,0.334
1,0.334
1,0.334
1,0.335
1,0.336
1,0.336
1,0.339
1,0.34
1,0.341
1,0.341
1,0.342
1,0.343
1,0.344
1,0.345
1,0.345
1,0.345
1,0.346
1,0.349
1,0.354
1,0.356
1,0.359
1,0.359
1,0.361
1,0.366
1,0.366
1,0.367
1,0.367
1,0.367
1,0.368
1,0.368
1,0.369
1,0.37
1,0.371
1,0.375
1,0.38
1,0.382
1,0.382
1,0.382
1,0.388
1,0.388
1,0.389
1,0.396
1,0.399
1,0.406
1,0.406
1,0.407
1,0.411
1,0.423
1,0.438
1,0.447
1,0.459
1,0.459
1,0.465
1,0.467
1,0.477
1,0.488
1,0.493
1,0.494
1,0.497
1,0.531
1,0.536
1,0.565
1,0.602
1,0.623
1,0.636
1,0.71
1,0.718
1,0.761
1,0.879
1,0.925
1,0.925
