"resp","rt"
1,0.25
1,0.257
1,0.259
1,0.264
1,0.267
1,0.267
1,0.267
1,0.268
1,0.271
1,0.271
1,0.274
1,0.274
1,0.275
1,0.275
1,0.278
1,0.279
1,0.279
1,0.281
1,0.282
1,0.283
1,0.284
1,0.284
1,0.284
1,0.284
1,0.284
1,0.284
1,0.286
1,0.287
1,0.288
1,0.288
1,0.288
1,0.288
1,0.289
1,0.289
1,0.289
1,0.289
1,0.29
1,0.29
1,0.291
1,0.292
1,0.292
1,0.292
1,0.294
1,0.294
1,0.294
1,0.294
1,0.294
1,0.295
1,0.295
1,0.295
1,0.295
1,0.296
1,0.296
1,0.297
1,0.297
1,0.299
1,0.299
1,0.299
1,0.3
1,0.3
1,0.3
1,0.3
1,0.3
1,0.3
1,0.301
1,0.301
1,0.301
1,0.301
1,0.301
1,0.302
1,0.302
1,0.302
1,0.302
1,0.302
1,0.302
1,0.302
1,0.303
1,0.303
1,0.304
1,0.304
1,0.305
1,0.305
1,0.306
1,0.307
1,0.307
1,0.308
1,0.308
1,0.309
1,0.309
1,0.309
1,0.311
1,0.311
1,0.311
1,0.311
1,0.312
1,0.312
1,0.315
1,0.316
1,0.316
1,0.317
1,0.318
1,0.318
1,0.319
1,0.32
1,0.32
1,0.32
1,0.321
1,0.323
1,0.324
1,0.325
1,0.325
1,0.326
1,0.326
1,0.327
1,0.327
1,0.328
1,0.328
1,0.328
1,0.331
1,0.331
1,0.333
1,0.335
1,0.335
1,0.335
1,0.336
1,0.337
1,0.339
1,0.339
1,0.34
1,0.34
1,0.342
1,0.343
1,0.343
1,0.343
1,0.345
1,0.346
1,0.347
1,0.347
1,0.348
1,0.348
1,0.349
1,0.349
1,0.349
1,0.35
1,0.351
1,0.353
1,0.353
1,0.355
1,0.356
1,0.362
1,0.362
1,0.364
1,0.364
1,0.365
1,0.367
1,0.369
1,0.37
1,0.371
1,0.372
1,0.372
1,0.374
1,0.374
1,0.375
1,0.375
1,0.378
1,0.381
1,0.381
1,0.381
1,0.385
1,0.386
1,0.387
1,0.39
1,0.393
1,0.396
1,0.397
1,0.401
1,0.402
1,0.404
1,0.406
1,0.406
1,0.407
1,0.408
1,0.412
1,0.413
1,0.419
1,0.422
1,0.422
1,0.424
1,0.429
1,0.431
1,0.438
1,0.441
1,0.451
1,0.464
1,0.472
1,0.492
1,0.5
1,0.513
