"resp","rt"
1,0.26
1,0.268
1,0.271
1,0.273
1,0.273
1,0.274
1,0.274
1,0.274
1,0.275
1,0.276
1,0.277
1,0.278
1,0.279
1,0.279
1,0.279
1,0.282
1,0.282
1,0.283
1,0.286
1,0.286
1,0.286
1,0.288
1,0.288
1,0.289
1,0.289
1,0.289
1,0.29
1,0.292
1,0.294
1,0.295
1,0.295
1,0.296
1,0.296
1,0.296
1,0.296
1,0.297
1,0.297
1,0.298
1,0.298
1,0.299
1,0.301
1,0.301
1,0.301
1,0.301
1,0.302
1,0.302
1,0.303
1,0.303
1,0.304
1,0.304
1,0.304
1,0.305
1,0.305
1,0.306
1,0.306
1,0.306
1,0.306
1,0.307
1,0.308
1,0.31
1,0.31
1,0.312
1,0.312
1,0.313
1,0.314
1,0.315
1,0.317
1,0.317
1,0.318
1,0.318
1,0.319
1,0.319
1,0.319
1,0.319
1,0.319
1,0.32
1,0.32
1,0.32
1,0.321
1,0.321
1,0.321
1,0.321
1,0.322
1,0.323
1,0.323
1,0.324
1,0.325
1,0.328
1,0.329
1,0.329
1,0.33
1,0.33
1,0.33
1,0.331
1,0.331
1,0.331
1,0.332
1,0.332
1,0.333
1,0.334
1,0.334
1,0.335
1,0.337
1,0.341
1,0.341
1,0.341
1,0.342
1,0.343
1,0.346
1,0.347
1,0.348
1,0.348
1,0.348
1,0.349
1,0.351
1,0.352
1,0.352
1,0.353
1,0.353
1,0.353
1,0.353
1,0.353
1,0.355
1,0.355
1,0.357
1,0.357
1,0.359
1,0.359
1,0.364
1,0.364
1,0.364
1,0.366
1,0.369
1,0.372
1,0.373
1,0.373
1,0.375
1,0.376
1,0.376
1,0.376
1,0.377
1,0.378
1,0.379
1,0.379
1,0.382
1,0.383
1,0.386
1,0.387
1,0.387
1,0.391
1,0.392
1,0.392
1,0.394
1,0.399
1,0.405
1,0.406
1,0.41
1,0.412
1,0.414
1,0.415
1,0.415
1,0.417
1,0.42
1,0.421
1,0.423
1,0.423
1,0.427
1,0.43
1,0.431
1,0.444
1,0.451
1,0.454
1,0.458
1,0.459
1,0.46
1,0.462
1,0.468
1,0.474
1,0.49
1,0.493
1,0.494
1,0.495
1,0.501
1,0.505
1,0.511
1,0.514
1,0.537
1,0.544
1,0.568
1,0.584
1,0.595
1,0.62
1,0.623
1,0.634
1,0.683
1,0.704
1,0.729
