"resp","rt"
1,0.066
1,0.249
1,0.253
1,0.254
1,0.261
1,0.262
1,0.264
1,0.265
1,0.265
1,0.266
1,0.266
1,0.266
1,0.268
1,0.269
1,0.271
1,0.271
1,0.272
1,0.274
1,0.275
1,0.275
1,0.275
1,0.276
1,0.277
1,0.278
1,0.279
1,0.279
1,0.28
1,0.28
1,0.28
1,0.28
1,0.284
1,0.286
1,0.286
1,0.286
1,0.288
1,0.289
1,0.29
1,0.29
1,0.29
1,0.29
1,0.291
1,0.291
1,0.292
1,0.292
1,0.292
1,0.292
1,0.293
1,0.293
1,0.293
1,0.293
1,0.294
1,0.295
1,0.295
1,0.295
1,0.296
1,0.296
1,0.297
1,0.297
1,0.297
1,0.298
1,0.299
1,0.299
1,0.3
1,0.3
1,0.3
1,0.3
1,0.301
1,0.303
1,0.304
1,0.304
1,0.305
1,0.305
1,0.305
1,0.305
1,0.306
1,0.306
1,0.306
1,0.306
1,0.308
1,0.308
1,0.308
1,0.308
1,0.31
1,0.31
1,0.311
1,0.312
1,0.312
1,0.313
1,0.314
1,0.315
1,0.316
1,0.316
1,0.317
1,0.317
1,0.318
1,0.318
1,0.319
1,0.319
1,0.32
1,0.322
1,0.323
1,0.324
1,0.324
1,0.325
1,0.326
1,0.326
1,0.327
1,0.327
1,0.328
1,0.329
1,0.329
1,0.329
1,0.33
1,0.332
1,0.332
1,0.333
1,0.333
1,0.333
1,0.333
1,0.335
1,0.336
1,0.338
1,0.338
1,0.338
1,0.338
1,0.339
1,0.339
1,0.339
1,0.342
1,0.346
1,0.347
1,0.347
1,0.348
1,0.348
1,0.349
1,0.349
1,0.35
1,0.351
1,0.351
1,0.352
1,0.353
1,0.353
1,0.353
1,0.354
1,0.354
1,0.355
1,0.358
1,0.36
1,0.36
1,0.362
1,0.362
1,0.363
1,0.367
1,0.371
1,0.371
1,0.372
1,0.372
1,0.376
1,0.376
1,0.38
1,0.383
1,0.384
1,0.385
1,0.385
1,0.386
1,0.389
1,0.39
1,0.391
1,0.394
1,0.395
1,0.396
1,0.398
1,0.399
1,0.406
1,0.408
1,0.41
1,0.411
1,0.412
1,0.422
1,0.427
1,0.434
1,0.435
1,0.444
1,0.457
1,0.462
1,0.479
1,0.484
1,0.493
1,0.506
1,0.507
1,0.51
1,0.533
1,0.562
1,0.574
1,0.578
1,0.59
1,0.611
