"resp","rt"
0,0.317
0,0.427
0,0.501
0,0.508
0,0.529
1,0.351
1,0.358
1,0.36
1,0.362
1,0.364
1,0.368
1,0.375
1,0.377
1,0.379
1,0.392
1,0.394
1,0.403
1,0.411
1,0.412
1,0.415
1,0.418
1,0.418
1,0.418
1,0.42
1,0.421
1,0.424
1,0.427
1,0.434
1,0.437
1,0.437
1,0.441
1,0.441
1,0.442
1,0.442
1,0.444
1,0.444
1,0.445
1,0.447
1,0.448
1,0.449
1,0.45
1,0.451
1,0.455
1,0.455
1,0.456
1,0.456
1,0.459
1,0.46
1,0.46
1,0.46
1,0.461
1,0.462
1,0.462
1,0.462
1,0.462
1,0.463
1,0.464
1,0.465
1,0.467
1,0.468
1,0.469
1,0.471
1,0.471
1,0.473
1,0.474
1,0.474
1,0.474
1,0.474
1,0.475
1,0.477
1,0.48
1,0.481
1,0.481
1,0.482
1,0.482
1,0.484
1,0.484
1,0.485
1,0.487
1,0.488
1,0.488
1,0.488
1,0.489
1,0.489
1,0.49
1,0.491
1,0.491
1,0.491
1,0.492
1,0.493
1,0.493
1,0.493
1,0.493
1,0.495
1,0.495
1,0.496
1,0.496
1,0.497
1,0.499
1,0.501
1,0.501
1,0.501
1,0.502
1,0.503
1,0.504
1,0.506
1,0.508
1,0.508
1,0.508
1,0.51
1,0.51
1,0.511
1,0.511
1,0.512
1,0.515
1,0.515
1,0.516
1,0.516
1,0.517
1,0.525
1,0.526
1,0.526
1,0.53
1,0.532
1,0.532
1,0.532
1,0.534
1,0.535
1,0.535
1,0.535
1,0.537
1,0.538
1,0.538
1,0.538
1,0.539
1,0.54
1,0.543
1,0.543
1,0.544
1,0.544
1,0.545
1,0.546
1,0.547
1,0.548
1,0.548
1,0.55
1,0.55
1,0.55
1,0.553
1,0.557
1,0.562
1,0.567
1,0.567
1,0.568
1,0.569
1,0.569
1,0.57
1,0.574
1,0.576
1,0.578
1,0.581
1,0.582
1,0.583
1,0.583
1,0.584
1,0.586
1,0.587
1,0.587
1,0.587
1,0.588
1,0.588
1,0.591
1,0.592
1,0.593
1,0.595
1,0.596
1,0.598
1,0.599
1,0.609
1,0.609
1,0.609
1,0.609
1,0.616
1,0.623
1,0.624
1,0.626
1,0.626
1,0.632
1,0.64
1,0.642
1,0.648
1,0.649
1,0.662
1,0.672
1,0.677
1,0.681
1,0.702
1,0.707
1,0.71
