"resp","rt"
0,0.524
1,0.473
1,0.478
1,0.485
1,0.501
1,0.509
1,0.516
1,0.516
1,0.523
1,0.524
1,0.533
1,0.533
1,0.539
1,0.539
1,0.541
1,0.542
1,0.548
1,0.549
1,0.55
1,0.556
1,0.556
1,0.556
1,0.556
1,0.556
1,0.557
1,0.558
1,0.561
1,0.561
1,0.562
1,0.562
1,0.563
1,0.566
1,0.569
1,0.569
1,0.569
1,0.57
1,0.571
1,0.574
1,0.575
1,0.575
1,0.577
1,0.577
1,0.579
1,0.583
1,0.583
1,0.584
1,0.587
1,0.588
1,0.589
1,0.589
1,0.59
1,0.59
1,0.59
1,0.592
1,0.596
1,0.597
1,0.598
1,0.6
1,0.6
1,0.606
1,0.607
1,0.607
1,0.61
1,0.611
1,0.612
1,0.613
1,0.615
1,0.615
1,0.617
1,0.618
1,0.619
1,0.619
1,0.62
1,0.623
1,0.623
1,0.627
1,0.627
1,0.63
1,0.63
1,0.634
1,0.635
1,0.636
1,0.638
1,0.638
1,0.639
1,0.639
1,0.639
1,0.639
1,0.64
1,0.641
1,0.642
1,0.642
1,0.647
1,0.648
1,0.651
1,0.652
1,0.652
1,0.655
1,0.655
1,0.655
1,0.658
1,0.658
1,0.658
1,0.658
1,0.66
1,0.66
1,0.662
1,0.664
1,0.666
1,0.666
1,0.668
1,0.671
1,0.671
1,0.676
1,0.676
1,0.677
1,0.681
1,0.682
1,0.682
1,0.693
1,0.696
1,0.697
1,0.699
1,0.7
1,0.705
1,0.706
1,0.712
1,0.712
1,0.713
1,0.716
1,0.724
1,0.73
1,0.738
1,0.739
1,0.745
1,0.747
1,0.749
1,0.749
1,0.757
1,0.758
1,0.759
1,0.76
1,0.76
1,0.762
1,0.763
1,0.763
1,0.766
1,0.769
1,0.773
1,0.774
1,0.775
1,0.776
1,0.776
1,0.78
1,0.783
1,0.783
1,0.784
1,0.786
1,0.786
1,0.788
1,0.788
1,0.791
1,0.793
1,0.794
1,0.796
1,0.797
1,0.8
1,0.803
1,0.806
1,0.808
1,0.808
1,0.812
1,0.814
1,0.828
1,0.855
1,0.856
1,0.858
1,0.862
1,0.865
1,0.87
1,0.901
1,0.908
1,0.917
1,0.94
1,0.941
1,0.97
1,0.983
1,0.987
1,0.993
1,0.994
1,1.065
1,1.067
1,1.08
1,1.081
1,1.095
1,1.104
1,1.126
