"resp","rt"
1,0.222
1,0.242
1,0.243
1,0.245
1,0.247
1,0.248
1,0.249
1,0.249
1,0.249
1,0.251
1,0.253
1,0.253
1,0.256
1,0.256
1,0.257
1,0.257
1,0.259
1,0.26
1,0.261
1,0.262
1,0.266
1,0.267
1,0.267
1,0.268
1,0.268
1,0.27
1,0.27
1,0.27
1,0.271
1,0.271
1,0.272
1,0.273
1,0.273
1,0.275
1,0.275
1,0.276
1,0.277
1,0.277
1,0.278
1,0.278
1,0.279
1,0.279
1,0.28
1,0.281
1,0.282
1,0.283
1,0.283
1,0.284
1,0.284
1,0.284
1,0.284
1,0.284
1,0.284
1,0.285
1,0.285
1,0.286
1,0.286
1,0.287
1,0.287
1,0.287
1,0.287
1,0.287
1,0.288
1,0.289
1,0.289
1,0.289
1,0.289
1,0.289
1,0.29
1,0.291
1,0.291
1,0.291
1,0.291
1,0.292
1,0.292
1,0.292
1,0.292
1,0.293
1,0.293
1,0.293
1,0.293
1,0.294
1,0.294
1,0.294
1,0.294
1,0.295
1,0.295
1,0.295
1,0.295
1,0.295
1,0.296
1,0.296
1,0.296
1,0.296
1,0.296
1,0.297
1,0.298
1,0.299
1,0.299
1,0.3
1,0.3
1,0.3
1,0.3
1,0.301
1,0.301
1,0.302
1,0.302
1,0.303
1,0.303
1,0.303
1,0.303
1,0.304
1,0.305
1,0.305
1,0.305
1,0.307
1,0.308
1,0.308
1,0.308
1,0.308
1,0.308
1,0.308
1,0.309
1,0.309
1,0.311
1,0.312
1,0.312
1,0.313
1,0.313
1,0.314
1,0.314
1,0.315
1,0.316
1,0.316
1,0.318
1,0.319
1,0.32
1,0.32
1,0.323
1,0.324
1,0.325
1,0.328
1,0.328
1,0.329
1,0.329
1,0.33
1,0.334
1,0.334
1,0.337
1,0.338
1,0.34
1,0.341
1,0.341
1,0.343
1,0.343
1,0.346
1,0.348
1,0.348
1,0.348
1,0.348
1,0.353
1,0.354
1,0.356
1,0.358
1,0.362
1,0.362
1,0.363
1,0.363
1,0.369
1,0.37
1,0.373
1,0.376
1,0.382
1,0.385
1,0.387
1,0.387
1,0.388
1,0.39
1,0.396
1,0.397
1,0.4
1,0.401
1,0.407
1,0.421
1,0.421
1,0.427
1,0.444
1,0.466
1,0.47
1,0.471
1,0.476
1,0.519
1,0.531
