"resp","rt"
0,0.51
1,0.246
1,0.26
1,0.261
1,0.268
1,0.269
1,0.275
1,0.277
1,0.294
1,0.296
1,0.298
1,0.3
1,0.302
1,0.308
1,0.309
1,0.323
1,0.323
1,0.33
1,0.33
1,0.332
1,0.337
1,0.339
1,0.339
1,0.344
1,0.344
1,0.349
1,0.352
1,0.352
1,0.359
1,0.362
1,0.367
1,0.368
1,0.368
1,0.368
1,0.369
1,0.369
1,0.37
1,0.37
1,0.371
1,0.372
1,0.372
1,0.374
1,0.378
1,0.38
1,0.385
1,0.386
1,0.388
1,0.39
1,0.391
1,0.391
1,0.392
1,0.393
1,0.394
1,0.395
1,0.396
1,0.399
1,0.4
1,0.4
1,0.402
1,0.404
1,0.405
1,0.409
1,0.41
1,0.41
1,0.41
1,0.414
1,0.414
1,0.415
1,0.415
1,0.416
1,0.417
1,0.418
1,0.419
1,0.421
1,0.422
1,0.425
1,0.426
1,0.427
1,0.428
1,0.428
1,0.431
1,0.432
1,0.434
1,0.434
1,0.434
1,0.434
1,0.435
1,0.436
1,0.437
1,0.438
1,0.439
1,0.44
1,0.441
1,0.441
1,0.442
1,0.442
1,0.442
1,0.442
1,0.445
1,0.445
1,0.446
1,0.447
1,0.447
1,0.449
1,0.45
1,0.453
1,0.454
1,0.455
1,0.457
1,0.458
1,0.459
1,0.461
1,0.461
1,0.462
1,0.467
1,0.467
1,0.47
1,0.47
1,0.471
1,0.471
1,0.473
1,0.473
1,0.474
1,0.474
1,0.475
1,0.476
1,0.48
1,0.481
1,0.483
1,0.484
1,0.484
1,0.485
1,0.487
1,0.49
1,0.49
1,0.49
1,0.491
1,0.491
1,0.493
1,0.496
1,0.497
1,0.497
1,0.499
1,0.5
1,0.503
1,0.503
1,0.505
1,0.506
1,0.507
1,0.508
1,0.508
1,0.512
1,0.515
1,0.516
1,0.517
1,0.517
1,0.518
1,0.518
1,0.519
1,0.52
1,0.522
1,0.522
1,0.523
1,0.526
1,0.526
1,0.527
1,0.527
1,0.529
1,0.532
1,0.539
1,0.539
1,0.541
1,0.541
1,0.542
1,0.543
1,0.544
1,0.544
1,0.544
1,0.545
1,0.551
1,0.552
1,0.552
1,0.552
1,0.561
1,0.562
1,0.562
1,0.574
1,0.578
1,0.579
1,0.592
1,0.602
1,0.622
1,0.629
1,0.635
1,0.66
1,0.693
1,0.695
