"resp","rt"
0,0.36
1,0.278
1,0.28
1,0.28
1,0.285
1,0.289
1,0.29
1,0.29
1,0.291
1,0.292
1,0.293
1,0.295
1,0.298
1,0.3
1,0.305
1,0.306
1,0.306
1,0.307
1,0.308
1,0.308
1,0.309
1,0.31
1,0.312
1,0.313
1,0.313
1,0.314
1,0.314
1,0.315
1,0.315
1,0.317
1,0.317
1,0.318
1,0.318
1,0.319
1,0.319
1,0.321
1,0.321
1,0.322
1,0.322
1,0.324
1,0.326
1,0.327
1,0.328
1,0.328
1,0.329
1,0.329
1,0.329
1,0.33
1,0.33
1,0.331
1,0.331
1,0.333
1,0.336
1,0.336
1,0.336
1,0.337
1,0.337
1,0.337
1,0.338
1,0.339
1,0.339
1,0.34
1,0.34
1,0.342
1,0.343
1,0.344
1,0.346
1,0.347
1,0.348
1,0.348
1,0.349
1,0.349
1,0.351
1,0.352
1,0.353
1,0.353
1,0.353
1,0.353
1,0.354
1,0.354
1,0.355
1,0.356
1,0.357
1,0.357
1,0.36
1,0.36
1,0.36
1,0.361
1,0.362
1,0.362
1,0.362
1,0.363
1,0.363
1,0.364
1,0.365
1,0.366
1,0.367
1,0.369
1,0.369
1,0.369
1,0.37
1,0.372
1,0.372
1,0.372
1,0.372
1,0.373
1,0.373
1,0.374
1,0.375
1,0.375
1,0.376
1,0.382
1,0.382
1,0.383
1,0.383
1,0.383
1,0.386
1,0.387
1,0.387
1,0.389
1,0.39
1,0.39
1,0.39
1,0.391
1,0.392
1,0.397
1,0.398
1,0.398
1,0.404
1,0.406
1,0.406
1,0.407
1,0.412
1,0.412
1,0.414
1,0.418
1,0.422
1,0.426
1,0.433
1,0.434
1,0.435
1,0.436
1,0.437
1,0.439
1,0.441
1,0.442
1,0.443
1,0.443
1,0.451
1,0.451
1,0.451
1,0.453
1,0.456
1,0.464
1,0.466
1,0.467
1,0.478
1,0.489
1,0.491
1,0.496
1,0.497
1,0.497
1,0.499
1,0.505
1,0.505
1,0.506
1,0.508
1,0.509
1,0.509
1,0.511
1,0.516
1,0.516
1,0.519
1,0.522
1,0.522
1,0.527
1,0.537
1,0.538
1,0.539
1,0.539
1,0.54
1,0.543
1,0.549
1,0.549
1,0.549
1,0.559
1,0.572
1,0.575
1,0.58
1,0.583
1,0.597
1,0.631
1,0.634
1,0.634
1,0.668
1,0.67
1,0.698
