"resp","rt"
0,0.31
0,0.36
0,0.367
1,0.261
1,0.263
1,0.265
1,0.266
1,0.267
1,0.267
1,0.267
1,0.271
1,0.277
1,0.279
1,0.279
1,0.286
1,0.286
1,0.289
1,0.29
1,0.29
1,0.291
1,0.292
1,0.292
1,0.294
1,0.295
1,0.299
1,0.3
1,0.303
1,0.304
1,0.304
1,0.309
1,0.31
1,0.31
1,0.312
1,0.313
1,0.313
1,0.316
1,0.317
1,0.318
1,0.319
1,0.319
1,0.32
1,0.322
1,0.323
1,0.324
1,0.324
1,0.325
1,0.325
1,0.326
1,0.326
1,0.327
1,0.327
1,0.327
1,0.328
1,0.33
1,0.336
1,0.337
1,0.339
1,0.339
1,0.339
1,0.342
1,0.343
1,0.344
1,0.345
1,0.346
1,0.35
1,0.351
1,0.351
1,0.352
1,0.358
1,0.359
1,0.361
1,0.362
1,0.362
1,0.364
1,0.364
1,0.368
1,0.368
1,0.368
1,0.369
1,0.369
1,0.373
1,0.373
1,0.376
1,0.377
1,0.378
1,0.379
1,0.381
1,0.382
1,0.382
1,0.382
1,0.386
1,0.387
1,0.387
1,0.389
1,0.39
1,0.392
1,0.393
1,0.393
1,0.393
1,0.394
1,0.395
1,0.396
1,0.396
1,0.398
1,0.398
1,0.4
1,0.4
1,0.403
1,0.405
1,0.405
1,0.406
1,0.406
1,0.406
1,0.408
1,0.408
1,0.408
1,0.409
1,0.411
1,0.412
1,0.412
1,0.413
1,0.413
1,0.414
1,0.415
1,0.416
1,0.416
1,0.417
1,0.417
1,0.42
1,0.421
1,0.421
1,0.421
1,0.427
1,0.43
1,0.43
1,0.432
1,0.433
1,0.434
1,0.436
1,0.436
1,0.437
1,0.437
1,0.437
1,0.438
1,0.438
1,0.441
1,0.441
1,0.443
1,0.443
1,0.447
1,0.451
1,0.452
1,0.453
1,0.454
1,0.456
1,0.456
1,0.457
1,0.458
1,0.46
1,0.461
1,0.463
1,0.464
1,0.466
1,0.469
1,0.471
1,0.471
1,0.472
1,0.474
1,0.476
1,0.477
1,0.478
1,0.479
1,0.479
1,0.483
1,0.487
1,0.49
1,0.491
1,0.493
1,0.496
1,0.509
1,0.521
1,0.522
1,0.526
1,0.536
1,0.536
1,0.537
1,0.55
1,0.565
1,0.566
1,0.571
1,0.572
1,0.582
1,0.582
1,0.591
1,0.596
1,0.605
1,0.611
1,0.624
1,0.63
