"resp","rt"
1,0.308
1,0.31
1,0.312
1,0.313
1,0.314
1,0.319
1,0.319
1,0.323
1,0.324
1,0.326
1,0.326
1,0.326
1,0.327
1,0.329
1,0.33
1,0.33
1,0.331
1,0.332
1,0.332
1,0.334
1,0.334
1,0.335
1,0.338
1,0.338
1,0.339
1,0.339
1,0.34
1,0.341
1,0.341
1,0.341
1,0.342
1,0.342
1,0.343
1,0.344
1,0.344
1,0.345
1,0.345
1,0.346
1,0.346
1,0.347
1,0.347
1,0.347
1,0.347
1,0.348
1,0.348
1,0.35
1,0.35
1,0.35
1,0.351
1,0.352
1,0.352
1,0.352
1,0.353
1,0.353
1,0.354
1,0.354
1,0.354
1,0.355
1,0.355
1,0.356
1,0.356
1,0.356
1,0.356
1,0.357
1,0.357
1,0.357
1,0.358
1,0.358
1,0.359
1,0.359
1,0.36
1,0.36
1,0.36
1,0.36
1,0.361
1,0.362
1,0.363
1,0.363
1,0.363
1,0.363
1,0.364
1,0.364
1,0.364
1,0.365
1,0.365
1,0.367
1,0.367
1,0.367
1,0.367
1,0.368
1,0.368
1,0.369
1,0.369
1,0.369
1,0.37
1,0.37
1,0.371
1,0.371
1,0.371
1,0.371
1,0.371
1,0.371
1,0.372
1,0.372
1,0.373
1,0.373
1,0.374
1,0.375
1,0.376
1,0.377
1,0.377
1,0.378
1,0.378
1,0.378
1,0.379
1,0.38
1,0.38
1,0.382
1,0.382
1,0.382
1,0.383
1,0.384
1,0.384
1,0.385
1,0.386
1,0.388
1,0.389
1,0.39
1,0.39
1,0.39
1,0.391
1,0.391
1,0.392
1,0.392
1,0.392
1,0.392
1,0.393
1,0.394
1,0.394
1,0.395
1,0.397
1,0.397
1,0.398
1,0.398
1,0.401
1,0.402
1,0.402
1,0.405
1,0.405
1,0.405
1,0.408
1,0.409
1,0.41
1,0.411
1,0.411
1,0.411
1,0.412
1,0.412
1,0.412
1,0.414
1,0.414
1,0.415
1,0.415
1,0.417
1,0.42
1,0.421
1,0.423
1,0.425
1,0.428
1,0.432
1,0.436
1,0.436
1,0.437
1,0.437
1,0.438
1,0.44
1,0.442
1,0.442
1,0.443
1,0.447
1,0.447
1,0.448
1,0.454
1,0.459
1,0.46
1,0.461
1,0.462
1,0.465
1,0.466
1,0.467
1,0.474
1,0.495
1,0.496
1,0.499
1,0.506
1,0.515
1,0.526
1,0.527
