"resp","rt"
1,0.264
1,0.288
1,0.292
1,0.293
1,0.295
1,0.295
1,0.297
1,0.299
1,0.3
1,0.301
1,0.303
1,0.304
1,0.305
1,0.306
1,0.306
1,0.311
1,0.316
1,0.317
1,0.317
1,0.32
1,0.322
1,0.322
1,0.322
1,0.323
1,0.325
1,0.326
1,0.33
1,0.33
1,0.33
1,0.331
1,0.333
1,0.334
1,0.335
1,0.335
1,0.342
1,0.344
1,0.345
1,0.347
1,0.348
1,0.349
1,0.349
1,0.351
1,0.351
1,0.355
1,0.36
1,0.36
1,0.361
1,0.361
1,0.361
1,0.361
1,0.362
1,0.363
1,0.363
1,0.363
1,0.363
1,0.366
1,0.366
1,0.367
1,0.367
1,0.368
1,0.369
1,0.369
1,0.37
1,0.372
1,0.373
1,0.375
1,0.375
1,0.377
1,0.377
1,0.378
1,0.384
1,0.385
1,0.389
1,0.389
1,0.39
1,0.391
1,0.393
1,0.396
1,0.397
1,0.398
1,0.398
1,0.398
1,0.401
1,0.402
1,0.402
1,0.403
1,0.403
1,0.404
1,0.404
1,0.407
1,0.408
1,0.409
1,0.41
1,0.411
1,0.413
1,0.413
1,0.414
1,0.415
1,0.418
1,0.418
1,0.418
1,0.418
1,0.418
1,0.419
1,0.42
1,0.423
1,0.423
1,0.423
1,0.427
1,0.429
1,0.43
1,0.432
1,0.432
1,0.432
1,0.435
1,0.435
1,0.436
1,0.439
1,0.439
1,0.44
1,0.443
1,0.443
1,0.445
1,0.446
1,0.446
1,0.447
1,0.448
1,0.448
1,0.449
1,0.45
1,0.453
1,0.454
1,0.455
1,0.456
1,0.457
1,0.46
1,0.463
1,0.465
1,0.467
1,0.468
1,0.469
1,0.47
1,0.475
1,0.479
1,0.48
1,0.481
1,0.482
1,0.482
1,0.487
1,0.488
1,0.489
1,0.494
1,0.494
1,0.495
1,0.496
1,0.498
1,0.502
1,0.503
1,0.509
1,0.513
1,0.514
1,0.522
1,0.525
1,0.528
1,0.528
1,0.528
1,0.529
1,0.53
1,0.535
1,0.536
1,0.538
1,0.539
1,0.541
1,0.547
1,0.548
1,0.552
1,0.553
1,0.555
1,0.557
1,0.557
1,0.561
1,0.565
1,0.566
1,0.567
1,0.568
1,0.571
1,0.574
1,0.579
1,0.59
1,0.593
1,0.605
1,0.608
1,0.631
1,0.646
1,0.654
1,0.678
1,0.69
1,0.704
1,0.711
