"resp","rt"
0,0.508
0,0.583
0,0.809
1,0.28
1,0.299
1,0.338
1,0.375
1,0.381
1,0.387
1,0.394
1,0.4
1,0.401
1,0.411
1,0.414
1,0.417
1,0.419
1,0.426
1,0.426
1,0.428
1,0.429
1,0.43
1,0.43
1,0.433
1,0.444
1,0.445
1,0.449
1,0.45
1,0.455
1,0.456
1,0.461
1,0.461
1,0.461
1,0.464
1,0.465
1,0.469
1,0.47
1,0.47
1,0.47
1,0.474
1,0.474
1,0.474
1,0.475
1,0.484
1,0.492
1,0.496
1,0.497
1,0.499
1,0.504
1,0.504
1,0.506
1,0.507
1,0.507
1,0.509
1,0.509
1,0.51
1,0.513
1,0.514
1,0.517
1,0.52
1,0.521
1,0.522
1,0.522
1,0.523
1,0.524
1,0.525
1,0.526
1,0.529
1,0.53
1,0.531
1,0.533
1,0.535
1,0.536
1,0.537
1,0.537
1,0.538
1,0.54
1,0.543
1,0.543
1,0.546
1,0.548
1,0.55
1,0.551
1,0.551
1,0.551
1,0.552
1,0.553
1,0.554
1,0.555
1,0.556
1,0.556
1,0.56
1,0.563
1,0.563
1,0.564
1,0.564
1,0.564
1,0.564
1,0.569
1,0.575
1,0.577
1,0.579
1,0.58
1,0.581
1,0.582
1,0.584
1,0.585
1,0.585
1,0.586
1,0.587
1,0.587
1,0.589
1,0.59
1,0.591
1,0.592
1,0.592
1,0.594
1,0.594
1,0.594
1,0.594
1,0.597
1,0.599
1,0.599
1,0.6
1,0.607
1,0.607
1,0.611
1,0.612
1,0.614
1,0.622
1,0.622
1,0.626
1,0.626
1,0.631
1,0.631
1,0.632
1,0.637
1,0.637
1,0.64
1,0.642
1,0.643
1,0.645
1,0.649
1,0.65
1,0.65
1,0.652
1,0.654
1,0.654
1,0.655
1,0.656
1,0.657
1,0.657
1,0.668
1,0.67
1,0.673
1,0.676
1,0.676
1,0.678
1,0.681
1,0.683
1,0.687
1,0.69
1,0.692
1,0.693
1,0.694
1,0.699
1,0.7
1,0.703
1,0.705
1,0.711
1,0.713
1,0.713
1,0.714
1,0.714
1,0.719
1,0.719
1,0.727
1,0.73
1,0.731
1,0.734
1,0.746
1,0.753
1,0.754
1,0.76
1,0.763
1,0.767
1,0.776
1,0.797
1,0.805
1,0.81
1,0.832
1,0.837
1,0.84
1,0.848
1,0.878
1,0.9
1,1.005
1,1.015
