Subject;SRT_RT_S1;CRT2_RT_S1;CRT4_RT_S1;S1_RT_S1;S3_RT_S1;S5_RT_S1;PI_RT_S1;NI_RT_S1;SRT_RT_S2;CRT2_RT_S2;CRT4_RT_S2;S1_RT_S2;S3_RT_S2;S5_RT_S2;PI_RT_S2;NI_RT_S2;PC;PS;M;C;APMeven;APModd
53;-.119220117150788;.560707479049967;.210017492801018;1.08154462317043;1.05100962851187;1.52002328977471;.585022792492213;.596060917551632;-.203802762414787;.331255587929097;.221357708393492;.816547400745987;.961526097926112;.967319343108863;.402407333287722;.249652134367088;.576453608633968;.279268257301932;.283209890255861;-.0360688930380855;1.07446092360707;.51088874633247
54;-.153676518765009;.206922608212046;.0159983302119349;-1.15961366086619;.557509354382353;.397636309980027;.0926952400971048;.233128217922764;-.545373451601977;-.164344841834547;-.0725029008002879;-.38437279208619;.0206203420669792;.301336937589532;.150388358182101;.184616183437381;-.667819298500655;-.00390700878558066;-.669065908952487;-.262848636213606;-.917916947982201;-.908246660146614
55;.512207490282929;.150866198819803;.72566480702853;-.255057021679837;.627104227602662;-.866724557887856;-.565969890283031;.0157182066260652;.709387060807474;.921014796402921;.874566180270595;-.959027860206605;-.277697603391697;-1.12701066871758;-.265693851017572;-.65844758643764;-.914952098225084;-.30016596108041;-.229693734373317;-.0858433993727735;-2.62566940934443;-1.75972790403407
56;.249880770202609;.136797613167979;-.115847158770187;1.43453625850287;1.0890275661711;1.14216164378374;.548213090869534;.173641133823464;-.27134734891253;-.0211473408228577;-.764338472589459;.783858481602569;.517532946873764;.543437934625037;-.133410166727414;-.547790018671145;-.605635162611;-.511608679858959;-.425123551102585;-.335592356628259;-.633291537755162;-.908246660146614
57;-.400084447919514;.173106482638064;-.381268414796967;.0162179024149384;-.131863735361865;-1.03296711469088;-.323971696909843;-.280197270761906;-.0852437606481901;.402450807413497;-.565946823683539;-.888598515787521;-.864330450863526;-.985300911206148;-.0965363619484514;.203921153796521;.840581408351518;.48102570444908;.325288666214108;.331485535896142;1.07446092360707;1.0785429089241
58;-.125619742874444;-.31426025087602;-.0403629682501974;.407023830557788;.517922641518797;.785997869568851;.244516188664148;-.0945955353285391;-.0989709769779843;.107627271800378;.320350523045949;.407254975365197;-.0987207349847475;.556415069210645;.355490218426497;.67214234146434;.365915822776897;-.0146229247163843;.875431589577937;.052791865654654;-.348666127528123;.794715827628287
59;1.47594853757061;1.04188218768176;1.20034609490169;1.82290534889076;1.5186017166321;.205721108710613;1.98224920073765;1.96645377326687;1.43222979852041;.785709458968658;.734045458173104;1.41735963523272;1.29730009940126;.425114739977023;1.60523507912557;1.78070208003685;.669539415394577;1.22015870103945;.530910162189403;.556725248250257;1.07446092360707;.51088874633247
61;-.915796958500703;-.686186763284735;-1.3033882949778;-.0812949971298691;.527028369235167;-.396826204369465;.419704166194648;.31834285111347;-1.51333014303788;-.755161058977345;-1.05083073114985;-.151860400988156;-.638278866549077;-1.24821647763974;.531408176944729;-.174172736039286;-.283853712287419;-.413194165743084;.133388189447815;-.275541815625936;.220584692925954;.51088874633247
62;1.25322126141126;.860394808882125;1.01539788194804;1.03665006301837;1.01723601944989;1.27748988673485;.769963438951337;1.05504674338263;.440137358888907;.0709109842501314;.914369343116683;.552871410709761;.791307955838556;1.2199378398522;.376399973137303;.882306595345775;.187803261320482;.7525148671896;.0382003476962432;.0278145088272612;.505210103152993;.51088874633247
63;-.182452246313239;-.340978758001659;-.542361451369152;-1.06751839654684;-.389807783942776;-.723705085258256;-.198059839887238;-.704780100085508;-.07044284310183;-.0439913249943405;-.493003803183467;-.714764294657846;-.976842673496198;-.460887878233929;-.509100173729708;-.384047549669956;.30744327415451;-.132202896406013;-1.21248778109342;.704729189141368;.789835513380032;1.0785429089241
64;1.03611417838723;1.32042917676881;1.22480557066313;.924008503849044;1.34815861958441;.874523270476817;1.21339181092702;.843096107728742;.973958212482894;1.26752948832394;1.37902522549213;1.20048431015356;1.81222361849723;1.4262303145802;.556146051109821;.640147476349272;.193076198455265;.271131527647707;.738584242719648;.386907583671385;.505210103152993;.51088874633247
65;-.3006591995012;-.907024458314752;-.45572165990259;.883532960306413;.98253187071182;.296645740393706;-.2142511602543;-.902572189270154;-.851348115464679;.48184205317034;-1.52069110790672;-1.63686512179328;-.717687369883826;-1.23397440376185;-1.14220497409684;-1.61044161567486;-.564367885809907;.0904565445838518;-.667648166594518;-.292325477442434;.505210103152993;.227061665036653
66;.175375368709824;.580200362990494;.491700312624958;-.139651106710931;.32569391741876;.375820828362746;1.07621572073409;1.13160866204688;.801856821472475;1.21146742454007;.623089436608718;1.2843827255672;1.45637272322434;1.34320383487736;1.50790148601033;.965459401330714;-.170934067074087;.231446991182959;.274156357767664;.0694200427425651;1.07446092360707;.794715827628287
67; ; ; ;-1.31086879407614;-.211693130452761;.563958146912427;-1.45937509822175;-1.82815621965657;-1.55455046473825;-1.41813762006322;-1.91671072887595;-1.87618564151497;-.500837052641367;-.78815981417114;-2.02221955413901;-1.88950572066898;.458172079907036;-.0376017350288106;-.397428331530975;.0477409804427424;1.07446092360707;1.0785429089241
68;1.51752654572276;1.0467990708805;.723174570971446;1.20767248639326;.904849993835082;.120438405166167;1.47381974690441;1.38645847171505;1.2476337849398;.631023861653679;.22939013397223;.808030339083959;.237385682620888;-.0821322947051929;1.45245619615755;1.04952590783613;.267991504167168;.912416710657838;-.447532385209675;.652378136248628;-.348666127528123;-1.19207374144243
69;-1.82094086878477;-2.15287854496668;-1.4901688806463;-1.42581778314117;-1.08439115504261;-1.2314518669397;-1.36939733243571;-1.47059671022092;-1.48020986628163;-1.80960145904939;-1.16672157087191;-1.45324679973121;-1.24629309611305;-1.13514713764049;-1.73994629762396;-1.63023887856289;.441474574562872;.303546439673436;-.0385021455027962;-.0959514151554742;.505210103152993;.794715827628287
70;-1.00155281245499;-.985507341869839;-.995020509400108;-1.86448483449626;-2.02307405730649;-1.67842907308019;-2.40920610034227;-1.18124555327422;-.911015489992039;-1.03418992207459;-1.00165578652379;-2.02473982449176;-1.86201622890667;-1.26601705158021;-.893350694094633;-1.22386775744405;-.637300158422404;.506436222531011;-.392515182389192;-.114481407612345;-.633291537755162;-.624419578850798
71;-.340115196268467;-.890012788728942;-.907514748226865;.682908662994946;.106592525397609;.0485105374905913;1.12109695609693;-.00622738973658082;.120330267593522;-.759197669146657;-.770749724193695;-.180872899557165;-.247369450036432;-.289322758568941;-.0914768897927787;-.178063971567251;.932163985978205;.173331527878955;.631384032422951;.847810279500068;1.64371174406115;1.0785429089241
72;.0156060754195333;-.308787719986155;-.237390668801821;-.32318781711404;-.0692809476484388;.0510183871412034;-.203604382920305;-.137947066612848;-1.40475391984213;-1.83643562481708;-1.23440184848306;-.979346395764351;-.456930369465872;-.27078472146378;-.92608736190424;-.848990181996632;-.4667968504339;.359202219280142;-.363478692445347;-.488220335442182;-.633291537755162;-.908246660146614
73;1.64157608025068;.470973185674136;1.57177615241579;.391176919340084;.244532726309295;.275727890836708;-.253225276722251;.610875036029437;.93837217971213;.66332853671733;.993115973367411;-.0299246606936104;.250300860198496;.282756988482362;.000640470624588999;-.277331790597592;-.00837841498440053;-.0258376451422074;-.201138020550148;.194541701921607;.789835513380032;-.0567654162591637
74;.424139257087179;1.40615531640368;1.39888181878129;1.92673996231237;2.28265081054774;1.60930560458939;1.44401728996418;2.18149816126738;-.126810342794947;.812554713294314;.808030249102047;1.73104795153333;1.29028063585092;.973830785271575;-.113777381583922;1.72466465966327;.725554351660021;1.46540844722971;.207233839732739;.114391805969094;.505210103152993;-.0567654162591637
75;-1.70055735922147;-1.99907381910113;-1.62660544033463;-1.39393444955423;-1.49874408915855;-1.91842104419989;-1.61081038660304;-1.75739444118984;-1.27022639351705;-1.67875591902284;-1.64256293339916;-.609196622387853;-.810070948663453;-1.20600072883776;-.712643676771176;-1.08378771517232;-1.09343115886815;-.691647776552002;-.584944021082566;.261699212200149;-2.62566940934443;-1.19207374144243
76;1.69373277824135;.657190319883198;.425050223201953;.0760901707339023;-.149483992960153;-.939210560739173;.385076569770231;-.867067343677497;-.0320527810083597;-.225990231312445;-.0873362032992961;.0362537322219264;-.353537045838575;-.534853123154095;-.0289347000875157;-.488169736284414;-.602418275456092;-1.29703067920276;-1.0553887979453;-.910699416171161;-.633291537755162;-.340592497554981
79;-.080960170782623;-.439416883848699;.127201982955028;-.0412498229474564;.774428966874664;.781314458435598;-.88175497819611;-.397107325029726;-.496578135557303;-.661517253412496;-.673481655977329;-.818749486426317;-.56226276917753;-.395193283377692;-.88172629517571;-1.17052906439908;.00765077368299691;.395212470061503;.288826549938654;.472729329501476; ; 
80;.498049352201865;.819722182981567;.87292942195518;.533402826477865;.42388196570385;1.32662305477189;.519820487365256;1.23972846399319;.350881948491177;.878470578488197;.728527864822252;.660516490031503;.727752014651392;1.37869265940297;.886104710227313;.998247766539961;1.16101661713567;.480759870684819;.463596685189703;.753823314359167;1.35908633383411;.794715827628287
81;.479303808177667;.378074740486046;.17017924674987;-.279752309331539;-.219000756439002;-.965352140592096;.150125982817297;-.717206487177797;.67198375956459;.479039540024505;.381486425640942;-.988165034831653;-.585884792221856;-.949034674214157;-.666574624079896;-.368121524034344;-1.09319787556726;.162174819954749;-.488500878631473;-.00507628933088435;-1.20254235820924;-.340592497554981
82;-1.19982917537925;-1.62613586150822;-1.32263020864586;-.851531297110624;-1.55636295933203;-1.6565817555094;-1.49739763287061;-1.82108408397688;-.388936760237572;-.0978599881409922;-.48909617827798;-1.07132118556766;-1.97626735614884;-1.78892393973122;-1.70824439546278;-2.00735555434709;-.393821147900784;-.3787097580447;-.179427323165367;-.240336817374234;.220584692925954;-.624419578850798
83;1.66279910201994;1.57435185918881;1.24381499700263;-.470392334902252;-.444937879213597;.0124820126925195;1.21936357772859;.531815125476404; ; ; ; ; ; ; ; ;.881643254988808;-.10058421235608;.393985988172932;.235827038480986;1.07446092360707;.51088874633247
84;-.889667391108767;-1.06409376210816;-.170804324473786;.0875324162033149;-.294136753934543;.25930983898073;-.0784795434547974;-.314973858968422;-.308597587935252;-.345094972217757;.0459329197097265;.37703057850669;.597956464214606;.910520689936737;.163192484203585;.0687982980123275;.380932165815518;.210415199167125;1.18179345805892;.118669779354333;1.07446092360707;.51088874633247
85;-1.41926372501848;-1.14704564673668;-.879914645518942;-1.2322030715674;-2.02808571861353;-1.30161891172123;-1.21854661415965;-.723765092654622;-1.2128776781989;-1.40727473906279;-1.35161473483542;-1.74072848757205;-1.52279162548487;-1.49120124562189;-.69502817033184;-1.0020259961449;-.00877725672347691;-.501353947372201;.373775375913336;.242544437285941;-.348666127528123;1.0785429089241
86;1.39859016686204;1.36671498253549;1.4891466198542;1.17324879178872;.169130221118884;-.100510551702179;.502881161998296;.327438887575952;1.14896849041954;1.13038484265832;1.2132110255883;.612091645735632;-1.01183422061565;-.495480682555179;.703776528248739;.552057743212306;.24214408069149;.621245193022912;.507968281139498;.556737970702761;-.0640407173010846;-.340592497554981
87;-.355092828658067;-.65084974326347;-1.0222627404066;-.414116896717979;-.112516318389713;-.283517742900075;-.160836699980297;.338250912336555;.692841536869377;-.308284381956;-.508360944839339;-.186616084303428;1.02686171470179;1.06756813697995;.412548745665867;.681358069079443;.896674147600206;.836065853923237;1.41050467694526;1.48781145185919;.789835513380032;.227061665036653
88;-.276540408864313;.0772005832626153;1.13661612914707;1.35705023105318;.830969314858303;.727236103895876;1.22811523972498;.771669225378183;-.459353975656602;.195574018003884;.96926139816257;.639453004038943;.920873846552291;.348770543198553;.753251041242505;.44124198959479;.507117262785366;.806694784765365;.256089806700862;.358261239910461;.789835513380032;1.36236999021992
