Subject;SRTCRT_P1_S1;SRTCRT_N1_S1;SRTCRT_P2_S1;SRTCRT_N2_S1;SRTCRT_P3_S1;S_P1_S1;S_N1_S1;S_P2_S1;S_N2_S1;S_P3_S1;P_P1_S1;P_N1_S1;P_P2_S1;P_N2_S1;P_P3_S1;SRTCRT_P1_S2;SRTCRT_N1_S2;SRTCRT_P2_S2;SRTCRT_N2_S2;SRTCRT_P3_S2;S_P1_S2;S_N1_S2;S_P2_S2;S_N2_S2;S_P3_S2;P_P1_S2;P_N1_S2;P_P2_S2;P_N2_S2;P_P3_S2;PC;PS;M;C;APMeven;APModd
53;-.848623210353663;.0304752128840506;-.495313044553605;.535913713774205;1.42419891627635;1.7315863273882;.855414813801055;-.413406495295286;1.13075987587908;-1.69399896087643;.330690719423312;.668499450372555;-.503664494219285;.981922841722317;-1.06663400114959;.201760350042838;-.0696025175139802;-.467155626652675;.257453015404404;.133196505372878;-1.14385883162174;-.435561326329244;-.615362495764298;.58351589169575;-.579947468560414;.95638476660637;.518482001051358;-.500891374545372;.122679371756174;.835832685037193;.576453608633968;.279268257301932;.283209890255861;-.0360688930380855;1.07446092360707;.51088874633247
54;-1.18741934274735;.0197192553955642;.970101961551656;-.330305802958221;.814690181588235;.85652619389259;.540335973788201;1.60143686429269;.972235340225292;1.70720578557855;-.539988643108953;.49778090308167;1.63409831790769;.696519662813408;.358174435297274;.379009252731836;-.780182642696926;-.536252883759682;2.26643064380597;.371060049381833;.026429838667239;.605859864277304;-1.0646647400554;.3396605534637;.86215347606446;-1.46396645181756;-.792102454855016;-.995543888553706;1.73532771085807;-.848850390675111;-.667819298500655;-.00390700878558066;-.669065908952487;-.262848636213606;-.917916947982201;-.908246660146614
55;.266580725442236;.546761172331427;.268353930458995;-.558891508762612;.166110374163708;.568835191099514;1.04446211780877;1.20042435097664;1.25757950440211;2.09804189871428;1.52285169273672;.76334308775638;-.320427681751258;-.105327363644955;1.87278172278071;.0599612278916389;.808172931241424;2.47441331875996;-.71045777474985;1.40576646582079;-.317772711417754;1.26156950280735;1.21731771121257;.514931577817986;1.84409685431331;.724872910931038;.292519163826121;-.421746972304039;.122679371756174;1.68816246247267;-.914952098225084;-.30016596108041;-.229693734373317;-.0858433993727735;-2.62566940934443;-1.75972790403407
56;-1.04625428758332;-.743953726287013;-.0722002611006781;-.318274976336937;.189553017805559;1.32402407343134;.363891823381002;1.27867069503831;-.819091912662504;1.9165822747584;.397666055002717;.251187445883724;1.64936805228003;-1.07026192090841;1.54950585904906;-.560409931519856;.0139951442722494;-.259863855331651;-.282776262821226;1.64759440222989;1.48929067652846;-.26199112789482;1.8085048747535;-.170911560959653;.303390716893569; ; ; ; ; ;-.605635162611;-.511608679858959;-.425123551102585;-.335592356628259;-.633291537755162;-.908246660146614
57;-1.46974945307543;-2.69078203170316;-.47983330857362;-1.22058697293322;-1.11542081159078;1.13223007156929;.754589584996942;-.501433632364663;-1.57208345701799;-1.63351241955781;-1.61159401237943;.0804688985928391;-.870138119155338;-1.15180568631095;-1.02472787066586;-.507235260713156;-.215898425639881;-.79289983872857;-1.45327303231009;-1.42084531548563;-1.66016265674923;-1.80483733620082;-1.20654965930522;-.94820045157431;-1.2866180169236;.324988796582737;-1.0632578595253;-.500891374545372;-1.32198476535594;-.669062078247315;.840581408351518;.48102570444908;.325288666214108;.331485535896142;1.07446092360707;1.0785429089241
58;-1.56856499169025;-.0770843620008189;.340592698365593;.572006193638056;.963160257986622;.149285812026278;1.51077880102779;-1.04915804079635;.940530433094535;-1.08448073681952;1.34871582023027;.820249270186675;-.0150329943045466;.941150959021044;-.198578441129443;-1.30485532281365;-.466691410998568;.243559017876551;.516312877887518;.632709947791684;.319002006239484;-.242705550290994;-.166060251473194;-.902477575655801;-1.51258825041183;.493361055255706;1.19637051272707;.250980446747294;.537040403330967;-.0764265298742127;.365915822776897;-.0146229247163843;.875431589577937;.052791865654654;-.348666127528123;.794715827628287
59;-.792157188288047;-1.17419202582649;-1.05258353983307;-.895754654158555;.0410829414071719;.628770816681405;.162241365772775;-.961130903726969;-1.39770646779883;-1.14496727813815;-.754309716963049;-2.51824676572397;-1.05337493162336;-1.57311514089077;-1.78502480944213;-.755383724477754;-.717484396357255;-.496768736841392;-1.01433674375177;-.99269093626951;-.128461308871008;-.281276705498644;-1.32478709201341;-.338562105994187;-1.30716076542253;-.011755720763201;-1.28922069675054;-1.23297709527771;-1.05321004217229;-1.38155650157228;.669539415394577;1.22015870103945;.530910162189403;.556725248250257;1.07446092360707;.51088874633247
61;.21011470337662;.546761172331427;1.18681826527145;1.79915050900899;1.35387098535079;-1.02545244937878;.363891823381002;-.481872046349246;2.49407088250165;1.79328278668582;-.566778777340715;-2.27165330852602;1.09965761487595;1.51195731683886;1.14241773434996;.644882606765334;.285687545077493;-.249992818602078;2.41837012830692;.196626783775266;.353422261247984;.374432933031404;-.473477576514476;1.26935903047339;1.86874815251202;.830105572601643;.156941461490979;1.35900207812596;.716223552120067;1.68816246247267;-.283853712287419;-.413194165743084;.133388189447815;-.275541815625936;.220584692925954;.51088874633247
62;.788891429549175;.116522872791947;-.825547412126622;-.992001267128825;-2.12345448819035;-1.0134653242624;-1.61480329189973;-1.14696597087343;-1.51659986953917;-1.06586949333687;-.23190209944369;-.754155110384822;-.824328916038331;.261619580666499;-.994794920320338;-.0286632234528598;.160291052398149;-.496768736841392;-.901788977454761;-1.32569989788205;.697624811332977;-.551274791952194;-.910956077534762;-.125188685041144;-.814134801448214;-1.96908322783646;-.294984212959495;-.738324581269372;.537040403330967;-.256214842302008;.187803261320482;.7525148671896;.0382003476962432;.0278145088272612;.505210103152993;.51088874633247
63;-.283962989697511;.353153937538661;-.175398500967245;.0907731287867078;-.951322306097828;.329092688771951;1.246112575417;.00716760403618458;-.86664927335864;-.633158082365166;.411061122118597;1.06684272738462;-.167730338027902;-1.42361823765277;.100751062325781;-.0995627845284598;.599178776775851;-.0328300105514806;-.215247603043023;-.00159283623219722;1.71302233408371;.856572373127029;.425126912067733;-.239495874837417;1.2606827969437;1.86138565697358;.337711731271168;-.144741564459372;-.89642478698183;.676020851768041;.30744327415451;-.132202896406013;-1.21248778109342;.704729189141368;.789835513380032;1.0785429089241
64;1.32531863917252;.0734990428379999;-1.3312187874728;-.246090016609235;-.990393378834245;1.1801785720348;.981446349806197;-.853542180642174;.956382886659913;-.628505271494503;-1.53122360968415;-2.97349622516633;-.65636183794264;.0849414222943174;-1.43780258543407;.866443735126583;1.53965247187093;-.151282451306352;-.406578805747933;-.453533569849212;-.128461308871008;-.204134395083345;-.92277982080558;.48444966053898;-1.63173619170562;1.06161742827698;1.6031036197325;-.421746972304039;-1.04201109537297;-.988685744785618;.193076198455265;.271131527647707;.738584242719648;.386907583671385;.505210103152993;.51088874633247
65;2.0170274094763;1.25665436657157;-.402434628673694;1.67884224279616;-.0526876331602296;1.91139320413387;.943636889004655;.378837738329113;.298506063696697;.02288825039838;-.0979514282848801;1.10478018233815;.809532661801574;.180075815263954;.974793212415035;2.08059871854622;1.39335656374503;-.378316296086521;.279962568663805;1.16393852941168;1.02461723391372;.432289665842879;.496069371692644;-.323321147354684;.278739418694853;1.0826639606111;1.46752591739735;1.41836037980696;.42505093533778;.589456108747251;-.564367885809907;.0904565445838518;-.667648166594518;-.292325477442434;.505210103152993;.227061665036653
66;-1.34270090342779;.116522872791947;-.464353572593635;-.474675722413626;-1.20919138615818;1.38395969901323;.338685516179974;-1.44038976110469;.346063424392833;-.837881760674358;-.526593575993072;.38396853822108;-.747980244176654;-.105327363644955;-.737371547348846;-1.53527889630935;.0348945597188055;-.319090075709086;-.800495987787456;-.738969822659959;.439472898769231;.50943197625818;-.497125063056113;.0881847359118996;-.0787044051865259; ; ; ; ; ;-.170934067074087;.231446991182959;.274156357767664;.0694200427425651;1.07446092360707;.794715827628287
67;.238347714409428;.933975641916959;-.773948292193338;.499821233910354;-.0136165604238119;-.402121943327117;-.215853242242651;-.472091253341537;-.0898790486550822;-.642463704106493;-1.19634693178712;-.754155110384822;-.289888213006587;-.295596149584228;-.791250857970786;.237210130580638;-.194999010193324;-1.29632271193677;.201179132255901;.149054074973475;1.69581220657946;1.04942814916528;-.627186239035117;.00435946339463223;-.505993573964267;.872198637269886;.880022540611737;-.401960871743706;-.0453048302336065;.00347938676036298;.458172079907036;-.0376017350288106;-.397428331530975;.0477409804427424;1.07446092360707;1.0785429089241
68;.84535745161479;-.292203511770559;.206434986539055;-1.02809374699268;.720919607020833;-.114430940534041;.338685516179974;-.59924156244175;-1.40563269458152;-.568018730175878;-.660544247151882;.194281263453429;-1.3282301503254;-1.60029639602495;-1.13248649190974;.0954110084294389;-.215898425639881;.233687981146979;-1.01433674375177;-.0333079754333908;-1.10943857661324;-.994843076840169;-.43800634670202;-1.19205578980636;-1.63584474140541;.135570005575647;-.475754482739685;-1.70784350872571;-.661246904196137;-1.71449782088301;.267991504167168;.912416710657838;-.447532385209675;.652378136248628;-.348666127528123;-1.19207374144243
69;-.580409605541991; ;-.22699762090053;-.185935883502817;-1.05681420248615;.125311561793522;1.0696684250098;-.227571428148822;-.779460778749057;-.679686191071801;-.258692233675452;.95303036252403;-.213539541144909;-.866402507402046;-1.27616465356825;-.436335699637557;.149841344674871;-.0723141574697712;-.260266709561825;-.643824405056377;.026429838667239;-.551274791952194;-.130589021660739;-1.23015818640512;-.510102123664053;.619640249260432;-.114213943179306;.0729055417042943;-.549257436202949;-.602473814385169;.441474574562872;.303546439673436;-.0385021455027962;-.0959514151554742;.505210103152993;.794715827628287
70;-2.09087569579719;-1.36779926061926;.897863193645058;-.414521589307208;1.10381611983772;1.19216569715118;.187447672973803;.329933773290569;1.22587459727135;1.26053594199486;1.21476514907146;.289124900837254;2.8404073333222;1.34886978603377;.531785547301303;.00678655708493937;-.466691410998568;1.19117854391552;-.485362242155838;1.14015217501079;1.09345774393072;-.126992084668044;.578835574588373;1.04074465088084;1.01006126525676;.114523473241526;-1.0632578595253;-.124955463899039;1.29856878568464;1.12216221964442;-.637300158422404;.506436222531011;-.392515182389192;-.114481407612345;-.633291537755162;-.624419578850798
71;-.608642616574798;-2.85212139403047;-1.41377737936606;-2.27929971560618;-1.61553054261692;.389028314353842;.716780124195399;-.227571428148822;-1.69097685875833;-1.58233149998051;-.406037971950143;.668499450372555;.641565583705882;.655747780112135;-2.48545584752735;.609432826227535;2.73091915232469;-1.33580685885506;.1899243556262;-.699325898658466;-.111251181366758;.27800504501228;1.03404969051489;-1.04726668273108;-1.38933175941825;-2.78989798886719;.563674568496405;1.47771868148796;-2.6098636472776;-1.30165058493771;.932163985978205;.173331527878955;.631384032422951;.847810279500068;1.64371174406115;1.0785429089241
72;-1.21565235378016;-.10935223446628;-.495313044553605;2.84583242506068;1.65862535269485;-.426096193559873;.93103373540414;.476645668406198;.274727383348629;.409071552663446;.143159779800978;.592624540465495;1.06911814613128;1.11782911739323;.992752982622348;-2.19109983625864;-1.80425399957823;-.348703185897804;1.50673322130117;1.0846506814087;-.541504368973001;1.16514161478823;-.154236508202376;1.40652765822892;.39377881028886;-.474779432113865;-1.0632578595253;-.263458167821372;-.00050904303633157;.522867844885105;-.4667968504339;.359202219280142;-.363478692445347;-.488220335442182;-.633291537755162;-.908246660146614
73;-1.28623488136218;-.270691596793585;-.515952692526919;-1.06418622685653;-.427769931429836;.688706442263296;-1.61480329189973;-.560118390410915;-.850796819793261;-.581977162787869;-1.38387787140946;-2.1199034887119;-.839598650410667;-2.08955898844023;-.0249673291254129;-.205912126141859;-1.51166218332643;-.407929406275239;-1.17190361656758;-.0650231146345844;-1.91831456931298;-1.68912387057787;.567011831317555;-.475730733749715;-.0951386039856695;.745919443265159;-.249791645514448;-.540463575666039;-1.44517318014845;.32976187968488;-.00837841498440053;-.0258376451422074;-.201138020550148;.194541701921607;.789835513380032;-.0567654162591637
74;1.05710503436085;.245594362653791;.392191818298876;-.763415561324435;-1.70148690263704; ; ; ; ; ; ; ; ; ; ;.130860788967239;-.215898425639881;-.14141141457678;-.744222104638952;-1.11955149307429;-.266142328905005;-1.28412674089754;-.639009982305935;-.871995658376795;-.411496930869189;.535454119923948;-.0690213757342582;-.955971687433039;-.650047957396818;-2.08739209851103;.725554351660021;1.46540844722971;.207233839732739;.114391805969094;.505210103152993;-.0567654162591637
75;-.76392417725524;-1.88408522006664;2.69351256732334;.211081394999545;.861575468871936;-1.70871858101234;-.858614075868875;.926562146760795;.361915877958211;.744073935351214;-1.03560612639655;-1.09559220496659;-.335697416123593;-.893583762536228;1.16037750455727;.963930631605532;-.236797841086438;.806208111462188;.313726898552907;1.79824131343557;-.988967684083492;.239433889804629;.507893114963462;1.38366622026966;1.12510065685076;.851152104935765;.518482001051358;.053119441143961;-.112498511029519;1.33524466400329;-1.09343115886815;-.691647776552002;-.584944021082566;.261699212200149;-2.62566940934443;-1.19207374144243
76;.217172956134822;-.636394151402144;-.268276916847156;.391543794318801;1.5414121344856;1.0722944459874;.363891823381002;.838535009691418;1.32891554544631;1.99568005955968;-.861470253890097;.45984344812814;2.00057194284375;1.49836668927177;1.89074149298802;.361284362462937;-.215898425639881;1.06285506643108;-.361559699229131;.989505263805117;-.988967684083492;-.898415188821044;1.1700227381293;1.23887711319438;.582772096479015;1.0826639606111;.247326596381073;-.876827285191706;.884207754109848;1.42180940702408;-.602418275456092;-1.29703067920276;-1.0553887979453;-.910699416171161;-.633291537755162;-.340592497554981
79;-.269846484181108;-.0770843620008189;-.567551812460203;-.258120843230519;-1.02165023702338; ; ; ; ; ;1.30853061888262;.592624540465495;-.534203962963956;-.227643011748773;.100751062325781;-.347711248293057;-.612987319124469;-.5658659939484;-.271521486191525;-.580394126653988;.439472898769231;-.184848817479519;-.426182603431201;-.308080188715181;-.1156813524846;.76696597559928;.83482997316669;-.382174771183372;.111480424956856;-.276191321460652;.00765077368299691;.395212470061503;.288826549938654;.472729329501476; ; 
80;1.50883321088577;1.53630926127223;-.196038148940559;-.318274976336937;-1.53738839714409;-.953529698680513;-1.16108976228122;.760288665629748;-.438633027093415;-.90767392373431;-1.69196441507472;-2.36649694590985;-1.26715121283606;-1.16539631387805;-1.03071446073497;2.64779520715102;1.91584194990896;-.723802581621562;-.361559699229131;-1.95207389710563;.164110858701237;1.80156567571445;-.840013617909851;-.346182585313938;-1.32359496422167;-2.39001387451889;2.32618469885325;1.31942987700529;-.840430052985236;-.669062078247315;1.16101661713567;.480759870684819;.463596685189703;.753823314359167;1.35908633383411;.794715827628287
81;.238347714409428;.568273087308402;-.134119205020619;-.00547348418356147;.330208879656661;.353066939004707;.893224274602598;1.86551827550082;1.35269422579438;2.02359692478366;1.08081447791265;.68746817784932;1.80206539600339;1.11782911739323;1.53753267891086;-1.35802999362035;.243888714184379;2.74093131045841;-.15897371989452;1.11636582060989;.663204556324478;1.2229983475997;2.38786829502361;.606377329655004;2.27138602309105;-.622105158452713;-.475754482739685;2.50659591062529;.100281478157537;.849150337809622;-1.09319787556726;.162174819954749;-.488500878631473;-.00507628933088435;-1.20254235820924;-.340592497554981
82;-.905089232419278;1.98805947578869;1.32097597709799;1.79915050900899;1.13507297802686;.0893501864443874;-.606551003858591;1.34713624609227;.62348136178696;.999978533237704;.0493943099898108;.0425314436393091;.107124880674138;1.22655413792995;.597638038061453;-.755383724477754;2.12483610437453;-.082185194199344;.617605867554824;.434490327784222;.663204556324478;.586574286673479;2.36422080848197;1.13981088203761;1.06758096105376;.0513838762391623;.247326596381073;.923707865798628;1.18657931769145;.755926768402617;-.393821147900784;-.3787097580447;-.179427323165367;-.240336817374234;.220584692925954;-.624419578850798
83;.21011470337662;.439201597446558;-1.03194389185976; ;-1.40454674984027;-.689812946120193;.0992255977702036;-.325379358225908; ;-1.50788652604989;-.23190209944369;.744374360279615;.16820381816348; ;-1.37195009467392; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.881643254988808;-.10058421235608;.393985988172932;.235827038480986;1.07446092360707;.51088874633247
84;-.622759122091202;-.206155851862663;-.588191460433516;-2.30336136884875;-.32618514231515;.329092688771951;.77979589219797;-.95135011071926;.678964949265786;-.944896410699618;1.13439474637617;.516749630558435;-.809059181665996;-.17328050148041;-.324296832580637;.0954110084294389;.181190467844707;-.516510810300537;-.502244407100389;-1.0402636450713;-1.60853227423648;-.233062761489082;-1.40755329490914;.606377329655004;-.197852346480319;-.011755720763201;-.38536934784959;-.857041184631372;.593035137327561;-1.46812124459307;.380932165815518;.210415199167125;1.18179345805892;.118669779354333;1.07446092360707;.51088874633247
85;-.76392417725524;-.593370321448195;-1.83689016281899;-.113750923775115;-1.09979238249621;.424989689702976;.893224274602598;-.23735222115653;.567997774308135;-.121348886592187;.357480853655074;.68746817784932;-.412046087985271;-1.28771196198186;-.46198840417004;-.117287674797359;-.717484396357255;-.00321690036276281;-.17022849652422;.378988834182131;-1.21269934163874;-1.01412865444399;-.248826454368923;-.262357312796672;-1.06475633313516;-.474779432113865;.156941461490979;-.303030368942039;-.62765006379818;-.482614939433306;-.00877725672347691;-.501353947372201;.373775375913336;.242544437285941;-.348666127528123;1.0785429089241
86;.986522506778828;-.141620106931741;.288993578432309;-.919816307401123;.306766236014811;-1.00147819914603;-1.24931183748481;-.961130903726969;-1.35807533388538;.204347874354254;-.285482367907214;.42190599317461;-.946486791017016;-1.47798074792114;-.545800665137502;-1.16305620066245;-.257697256532995;-.852126059106005;-1.05935585027057;-1.52391951788951;-.988967684083492;-1.09127096485929;-1.07648848332622;-1.29874250028288;-.50188502426448;-1.23245459614223;-.972872724635206;-1.01532998911404;-1.27718897815867;-.256214842302008;.24214408069149;.621245193022912;.507968281139498;.556737970702761;-.0640407173010846;-.340592497554981
87;.167765186827409;-.0770843620008189;-.536592340500233;-.0415659640474126;-.857551731530426;-1.44500182845202;-.54353523585602;-.628583941464876;-1.94461611580439;-1.44274717386061;-.392642904834262;-2.00609112385131;-2.0153681970805;.696519662813408;-2.18013975400302;.573983045689735;-.759283227250369;-.457284589923102;-.507871795415239;-1.08783635387309;.697624811332977;-1.65055271537022;-.810454259732804;-1.79407365606673;-1.83716367669492;.451267990587463;-.520947050184732;-.975757787993372;-1.33318371215526;-2.05409796657996;.896674147600206;.836065853923237;1.41050467694526;1.48781145185919;.789835513380032;.227061665036653
88;-1.28623488136218;-2.46490692444493;-1.90912893072558;-1.29277193266092;.674034319737132;-.31821206751247;.502526512986659;-.931788524703843;-.272182264656938;-1.92663950440961;-.834680119658335;-1.55084166440895;-1.03810519725103;.27521020823359;.651517348683393;-.294536577486358;-2.45213587842151;-1.18774130791147;-1.12688451004877;.957790124603924;.267371623726735;-.801987300801918;-.92277982080558;-.125188685041144;-.469016626666193;.0934769409074045;-1.37960583164063;-1.19340489415704;-.80683321258728;-.396050196412515;.507117262785366;.806694784765365;.256089806700862;.358261239910461;.789835513380032;1.36236999021992
89;-2.09087569579719;-.657906066379117;1.82664735244417;2.31647605372419;1.59611163631658;1.37197257389685;.540335973788201;1.48406734820019;1.38439913292514;.902269504953772;-.727519582731287;.270156173360489;1.98530220847141;2.3545762259985;2.51933345024399;.432183923538536;-.633886734571026;1.61563312328714;1.9006504033407;1.0687931118081;-.059620798854009;.27800504501228;1.74938615839941;1.19315423727587;2.07828418720111;-.201174511770291;-.927680157190159;.844563463557294;1.02979406250099;.0567499978500801;-.662065832806494;.0162485072923116;-.490821281251144;.236866144386977;-1.20254235820924;-1.19207374144243
90;-.665108638640413;-.959072876056754;-.619150932393487;-.859662174294704;.0488971559544563;-1.6727572056632;-1.43835914149253;-.472091253341537;-1.01724758222974;-.442392836667965;-.928445589469502;-2.15784094366543;-.366236884868265;-1.0838525484755;-.887036299076458;-.347711248293057;-1.53256159877299;-1.46413033633951;-.215247603043023;-.390103291446824;-1.17827908663024;-1.47698251693579;-.946427307347217;-.99392332749282;-.210177995579677;-1.63233871049053;1.15117794528202;-.916399486312372;-.941220574179105;.0500911714638654;.100030447990963;.865005359128873;.10898736706223;.468656247586322;-.348666127528123;.227061665036653
91;-1.08860380413253;-1.20645989829196;-1.32089896348615;1.64274976293231;1.16632983621599;1.3479983236641;.061416136968661;.936342939768503;2.69222655206888;2.19575092699821;-.915050522353621;.0994376260696042;-.747980244176654;2.00121990925413;1.50759972856533;-1.67707801846055;-.403993164658896;1.06285506643108;.820191846889435;1.27494151661586;-.834076536545245;.143006001785505;.11770958702645;1.85613593809426;1.6715377669223;.261849199580373;-1.01806529208025;1.02263836860029;.805815126514617;2.01444495539718;-1.44961945872318;-.215455199053685;-.0764142734398028;-.593650315183226;-1.48716776843628;-2.04355498532988
92;.704192396450752;-.873025216148857;-.330195860767097;-.94387796064369;-.419955716882552;-.0065468144866376;.0992255977702036;.447303289383073;-1.12821475718739;-.0748207778855524;.116369645569216;-.033343466267751;.0918551463018023;-2.22546526411114;-.611653155897652;.148585679236138;-.884679719929713;-.131540377847207;-.946808083973563;.236270707776758;1.05903748892222;.355147355427579;.720720493838195;-1.00154380681257;.12466880495288;.303942264248616;-1.46999096653073;.626916357393628;-1.34438265895458;.669362025381827;.133696824929782;.176508697877465;.941892012100142;.698546959947754;.220584692925954;-.0567654162591637
93;-1.76619606891991;-.249179681816611;-.815227588139965;-.61904564186903;-1.45924625167125;.40101543947022;.691573816994371;-.579679976426333;-.906280407272087;-.284197267065408; ; ;2.03111141158842; ; ;.644882606765334;-.383093749212339;-.634963251055408;-.113954613375717;.12526772057258;.422262771264982;.605859864277304;.058590870672358;.735925478090781;-.280023340476038;.703826378596917;.247326596381073;-.698752380148706;-.773236372189324;-.735650342109462;.387616465410405;-.21594370088074;-.369986732872197;-.848728824389195;1.07446092360707;.794715827628287
94;1.38178466123813;.912463726939987;2.07432312812393;-.534829855520044;.306766236014811;-.45007044379263;-1.21150237668327;1.01458928383017;.591776454656203;.930186370177752;1.36211088734615;.782311815233145;1.2065457554823;.42470711147159;.543758727439512;1.17662931483233;-.132300763853652;.362011458631422;-.586655231823143;.640638732591982;-.902917046562244;-.396990171121594;1.33555514392076;1.04836513020059;.47594980428458;.95638476660637;1.33194821506221;1.39857427924663;.346658307742549;.529526671271319;-.114130688020016;-.399112155999036;.0113792009576604;-.458421798345455;-.0640407173010846;-.0567654162591637
95;.859473957131194;.138034787768922;-.268276916847156;-.113750923775115;.12703930142729;-1.61282158008131;-2.68607134794343;.378837738329113;-.525821521702997;1.36289778114945;-.673939314267763;.668499450372555;.16820381816348; ;.627570988406975;-.276811687217458;-1.07277445894873;-.210508671683787;-.265894097876675;-.215670025840257;-.713605644015497;-.396990171121594;.815310440004744;1.71134683101898;.377344611489717;1.22998968694994;1.01560024294688;.508199754031628;2.50805504001106;.589456108747251;-.981966047213954;-1.17740515989942;-1.01230737486763;-1.08911768746718;-1.20254235820924;-.624419578850798
96;.478328308188292;.353153937538661;2.70899230330332; ;.53337845788603;.293131313422816;-.593947850258077;1.24932831601518; ;.706851448385907;-.606963978688358;.308093628314019;.763723458684567; ;.184563323293244; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-.297590840577053;-.0828463044196208;.27100346484093;.198876909948809;-.633291537755162;-.340592497554981
98;-.87685622138647;-.0770843620008189;-.541752252493561; ;1.19758669440513;-2.06833233450368;-1.6778190599023;.300591394267443; ;.702198637515243;-1.26332226736653;-.678280200477762;.0613156775571312; ;.651517348683393; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-.231364781845305;-.435782191824272;-.303118429986702;.579566447482188;-.633291537755162;-.340592497554981
99;-.749807671738836;-.399763086655429;2.02788392018397; ;.455236312413196;-.438083318676252;-1.5895969846987;.496207254421616; ;.999978533237704;-.794494918310692;-1.30424820721101;-.0761119317938888; ;1.202283635041; ; ; ; ; ;1.14508812644347;-.14627766227187;1.20549396794175;.118666653190905;.0199007876083373;.303942264248616;-.475754482739685;-.184313765580039;1.02979406250099;.136655914484656;-.610133497279026;-1.09681109818876;-.986814264470187;-.678068436199423;-1.20254235820924;-.624419578850798
100;-.76392417725524;1.85898798592684;-.0825200850873343;.223112221620829;-.193343495011332;-1.1812850758917;-.215853242242651;.858096595706836;-.105731502220461;.999978533237704;-.272087300791333;-.678280200477762;-.259348744261916;1.03628535199068;2.19007099644324;-.613584602326555;.327486375970608;.648271523789028;-.091445060116316;.807143213398251;.284581751230984;-.666988257575144;.20047578992218;1.01788321292159;-.255372042277322;-2.05326935717295;.382904298716216;.0729055417042943;.548239350130286;1.20872696266521;-1.02243024620128;-.837111676140217;-1.0670061524273;-.996552127363882;-.633291537755162;-.908246660146614
101;1.64999826604981;.288618192607739;.0929169226858305;-.607014815247746;-.50591207690267;1.0722944459874;.527732820187687;-.843761387634466;.51251418682931;-2.10344631749482;-.459618240413667;-.848998747768647;-.534203962963956;-.744086859298228;-.467974994239144;2.06287382827732;.682776438562081;-.457284589923102;-.811750764417156;-.580394126653988; ; ; ; ; ;.619640249260432;.247326596381073;-.520677475105706;.301862520545274;-1.22840349468935;1.0617702391576;.322481222107032;.935115537264311;.6201844561818;1.07446092360707;1.93002415281155
102;.32304674750785;.0950109578149727;.485070234178787;-.0896892705325477;1.59611163631658;-.737761446585706;.93103373540414;.623357563521828;.639333815352339;1.35824497027879;1.30853061888262;.76334308775638;.870611599290916;-.0509648533765917;1.80094264195145;-.489510370444256;-.383093749212339;-.289476965520368;-.249011932932124;1.1084370358096;-.162881563879507;.798715640315554;1.56020626606631;.553033974416744;.640291792276018;-1.29559419314459;.202134028936026;-.243672067261039;-.538058489403631;1.16211517796171;-.0824381067414601;-.291883690639848;-.761292929236955;.0504540457391626;-.0640407173010846;-.624419578850798
103;.746541912999964;.460713512423532;1.18681826527145;-.775446387945719;.431793668771346;.101337311560766;.830208506600027;-.0515171540100672;-.700198510922164;.181083820000937;-1.45085320698886;-1.26631075225748;-.335697416123593;-.458683680389319;-.653559286381383;1.49567733967253;.724575269455195;-.368445259356949;-.777986434528054;.109410150971982;.52552353629048;.875857950730853;-.426182603431201;.3396605534637;-.0869215045860981; ; ; ; ; ;.239148524973838;-.0104888333814242;-.287594097726566;.0606517343616589;-.633291537755162;.227061665036653
104;1.29708562813971;.202570532699844;1.21777773723142;.620129500123191;-.341813571409717;1.43190819947874;.754589584996942;.271249015244317;1.10698119553101;-1.11007119660817;-.915050522353621;.45984344812814;.85534186491858;1.29450727576541;-.653559286381383;1.03483019268113;.724575269455195;1.01349988278321;.437529441479614;-.342530582645033;.921356468888223;1.16514161478823;-1.99874045845007;.949298899043824;-.600490217059344;.367081861250979;-.159406510624353;1.06221056972096;-.784435318988642;-.835532737902681;1.07783689043846;.24546734920353;.819652252003435;1.49896588504312;.220584692925954;-.624419578850798
105;-.919205737935681;-1.45384692052716;-1.475696323286;.68028363322961;.338023094203944;-1.85256408240887;-1.90467582471155;-.149325084087153;.488735506481242;-1.5962899325925;1.22816021618734;1.2944674571058;-.0608421974215533;.900379076319771;-.120752770231085;-.188187235872959;2.56372382875223;-.536252883759682;.246198238774703;.600994808590491;-.868496791553744;-1.55412482735109;-.20153148128565;-.910098054975553;-1.13049312833173;.893245169604007;1.69348875462259;.0926916422646277;.716223552120067;-1.21508584191692;.476031564956907;.101554263670077;.593805699855952;.216432315188272;1.35908633383411;.794715827628287
106;-.171030945566282;.374665852515636;.35091252235225; ;1.04911661800674;.233195687840925;.225257133775346;2.11003810069354; ;1.79560919212115;-1.1427666633236;-.830030020291882;.137664349418809; ;1.84284877243518; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-.569065252905908;-.491179052916016;-.420916800782576;-.0787384323154944;-1.77179317866332;-1.75972790403407
