Subject;SRTCRT_P1_S1;SRTCRT_N1_S1;SRTCRT_P2_S1;SRTCRT_N2_S1;SRTCRT_P3_S1;S_P1_S1;S_N1_S1;S_P2_S1;S_N2_S1;S_P3_S1;P_P1_S1;P_N1_S1;P_P2_S1;P_N2_S1;P_P3_S1;SRTCRT_P1_S2;SRTCRT_N1_S2;SRTCRT_P2_S2;SRTCRT_N2_S2;SRTCRT_P3_S2;S_P1_S2;S_N1_S2;S_P2_S2;S_N2_S2;S_P3_S2;P_P1_S2;P_N1_S2;P_P2_S2;P_N2_S2;P_P3_S2;PC;PS;M;C;APMeven;APModd
35;.95828949574602;-.851513301171884;-.433394100633665;-.101720097153831;.330208879656661;.413002564586598;.338685516179974;-1.20565072891968;.900899299181088;-.456351269279956;1.05402434368088;.402937265697845;-.885407853527674;.42470711147159;-.444028633962726;-.0641130039906598;-1.01007621260906;-.378316296086521;-.260266709561825;-.691397113858168;-.954547429074993;-.0305641966489199;-.627186239035117;.164389529109415;-.0828129548863116;-.0748953177655643;-.882487589745111;-1.05490219023471;.313061467344593;.00347938676036298;-.555865622367831;-.458123843209546;.333799026890498;.951935192645429;.505210103152993;.227061665036653
36;-1.14506982619814;1.02002330182486;2.05368348015062;-.342336629579505;-.365256215051568;1.46786957482788;.817605352999513;1.1613011789458;-1.21540325179697;.557961500524676;-.647149180036001;.83921799766344;-.305157947378922;-1.62747765115914;.723356429512647;-.897182846628953;-.0696025175139802;1.15169439699723;-.237757156302424;-.176026101838764;-1.47085125420248;.837286795523204;.898076642900473;.408244867341464;1.41269913583578;.830105572601643;.744444838276595;.527985854591961;2.02650032764036;.715973810085329;.162243191055461;-.519951787165678;-.715760947197527;-.287713732915789;-.0640407173010846;-.0567654162591637
37;-.0157493848858401;-1.23872777075742;-.918425828006532;.00655734243772258;.150481945069141;.436976814819354;-1.84166005670898;-1.02959645478093;.12412907447753;-1.07052230420753;-.620359045804239;.308093628314019;-1.11445386911271;-.458683680389319;-.473961584308249;-.932632627166752;-.257697256532995;-.516510810300537;-.732967328009252;-.279100304242644;-.266142328905005;-.377704593517769;-1.39572955163832;-.132809164360896;-1.48793695221311;-1.31664072547871;-.972872724635206;-.896613385752039;-.482063755407037;-.742309168495676;.342625405165805;.234037626166194;-.153354851424055;.375503541985091;.220584692925954;1.36236999021992
38;.153648681311005;.138034787768922;-.495313044553605;-.101720097153831;1.18195826531056;.508899565517623;-.228456395843165;.770069458637458;.116202847694841;1.08372912890965;1.01383914233324;.402937265697845;-.198269806772573;.968332214155226;.615597808268766; ;.620078192222409;-.546123920489255;.38125555833111;-.596251696254586;-1.04059806659624;-.319847860706294;.413303168796914;.0348413806736386;.00757513850897944;-.0328022530973221;-1.28922069675054;-.936185586872706; ;.0301146923052215;-.646997094104482;-.855939625538122;-.0726975121047915;.0401781754888565;-1.20254235820924;-1.19207374144243
40;1.69234778259902;1.17060670666367;-.712029348273397;-.546860682141328;-1.22481981525275;-.282250692163336;-1.29972445188687;-.628583941464876;-.0898790486550822;-.195793860522802;1.56303689408436;.87715545261697;-.442585556729942;.248028953099408;-.384162733271681;.662607497034234;1.12166416293978;-.783028801998997;1.41669500826357;-1.0402636450713;-.421033476443252;-1.47698251693579;-.92277982080558;.172010008429166;.471841254584794;.893245169604007;.925215108056784;-.223885966700706;.301862520545274;-.40270902279873;.151943940912715;-.0985099320828652;.511900377209651;.0306370449644583;.505210103152993;.51088874633247
41;.111299164761794;-1.23872777075742;.877223545671745;1.36604075064278;.720919607020833;-1.19327220100808;-1.83535847990872;-.247133014164239;1.30513686509825;.767337989704531;1.13439474637617;.232218718406959;-.0455724630492177;.506250876874135;.843088230894736;-1.48210422550265;-1.36536627520053;.0461382832850998;3.46506435486908;.371060049381833;-1.16106895912599;-.975557499236343;-.426182603431201;1.52845532734494;.911456072461892;-1.1061754021375;-1.1536429944154;.349910949548961;.593035137327561;.589456108747251;-.120936197887827;-.0768014985382553;-.760648661091512;-.141402571369753;-.917916947982201;-1.75972790403407
42;.111299164761794;-.43203095912089;.897863193645058;-.835600521052137;-.966950735192395;-1.4569889535684;-.745185693464247;.730946286606622;-1.36600156066807;.0508051156223607;1.41569115580967;.5357183580352;-.320427681751258;-1.30130258954895;.172590143155035;-.135012565066259;-.0487031020674232;.776595001273471;.606351090925124;.585137238989893;-.971757556579243;.297290622616104;1.0399615621503;.629238767614259;.213002623498278;-1.04303580513514;-.701717319964922;.468627552910961;.525841456531649;-.369414890867657;8.91614488297512E-005;-.0572066901692046;-.187462199054268;-.543405829534444;.220584692925954;.227061665036653
43;-.87685622138647;-.593370321448195;-1.0216240678731;-1.07621705347781;-.154272422274914;-.617890195421924;-.505725775054477;-.873103766657591;-.62093624309527;-.512184999727917;.58519699462505;.34603108326755;-.0608421974215533;-.676133721462773;-.390149323340786;-1.83660203088065;-1.32356744430742;-1.75039040149711;-.631674338341946;-.596251696254586;-.661975261502748;-1.45769693933197;-.508948806326932;.324419594824198;-.789483503249499;-2.68466532719658;-.249791645514448;-.322816469502372;-.493262702206356;-.342779585322798;.466790168153098;.341750898065646;-.300224252661811;.140794563825023;.505210103152993;.51088874633247
45;-1.15918633171455;-1.78728160267025;-.0722002611006781;.559975367016772;-.490283647808103;1.46786957482788;.666367509793342;-.95135011071926;.441178145785105;.609142420101974;1.3219256859985;.49778090308167;-.580013166080962;.57420401470959;.292321944537124;.751231948378733;.348385791417164;-.279605928790795;.0998861425885953;-1.563563441891;.749255193845726;.432289665842879;-.958251050618035;.682582122852519;-1.03599648523666;.240802667246252;-.520947050184732;-.678966279588372;-1.08680688257025;.682679678154256;.619509560304322;.687762023405398;-.0272849738402197;-.0419312326947541;.505210103152993;.51088874633247
46;-.199263956599089;-.808489471217935;2.13624207204387;1.19760917794481;1.09600190529044;-.701800071236572;-2.87511865195115;-1.16652755688885;1.57462857570968;-1.01003576288891;.893283538290313;.0425314436393091;-.121921134910896;-.159689873913319;-.174632080853025;.467633704076336;-1.19817095162807;-1.01006264677917;.0548670360697925;-.78654253146175;.284581751230984;-1.01412865444399;-.769071158284939;.255835280946434;-.226612194378821;-1.06408233746926;-3.18730852944253;-.461319173424706;-.0341058834342878;-1.1618152308272;-.317026586720752;-.145753526620587;.142810750419971;.865947624383639;-.348666127528123;-.624419578850798
48;1.31120213365611;1.75142841104197;-.247637268873843;.35545131445495;-.0605018477075127;-.905581198215;1.246112575417;.0658523620824363;.528366640394688;-.702950245425118;1.57643196120024;1.57899836925728;.809532661801574;.791654055783044;-.503894534653771;-1.10988152985575;-2.89102360279921;-.190766598224642;.246198238774703;.497920606186609;-.661975261502748;-.898415188821044;.224123276463817;.362521991422954;-.0499445572880243;-.601058626118592;3.27522861519925;.706060759634961;.727422498919386;-.409367849184945;.8408101688061;-.553933147920933;-.548864128341358;-.387590617823172;1.07446092360707;1.64619707151574
49;-1.62503101375587;-.786977556240962;-1.30025931551283;-.270151669851803;-1.84995697903543;-.821671322400353;-.467916314252935;-.8828845596653;-.858723046575951;-.675033380201137;1.16118488060793;.194281263453429;-1.2824209472084;-.730496231731137;-1.19235239260079;-.365436138561958;-.780182642696926;-1.62206692401267;-.429088359007335;-1.70628156829638;-.403823348939003;.644431019484954;-.568067522681024;-.719586071981764;-1.1099503798328;.19870960257801;-.340176780404543;-2.73672073786304;-2.27389524329803;-.928756307309686;.512646941357979;.603593783398433;.173312612012629;.610615090433552;.505210103152993;-.0567654162591637
50;-.707458155189625;-1.01285266349919;-.773948292193338;-.270151669851803;.861575468871936;.520886690634001;.187447672973803;-.8828845596653;-1.05687871614319;.585878365748657;-1.11597652909184;.308093628314019;-.732710509804318;-.961536900371682;1.1903104549028;-.649034382864355;-.257697256532995;.835821221650906;-.552890901934041;-.556607772253093;-.610344878989999;-.0498497742527454;-.43800634670202;-.475730733749715;1.21959729994584;-1.69547830749289;-1.01806529208025;-.698752380148706;-.706042691393411;1.21538578905143;-1.32087140775321;-.506697406460323;-1.02765729025389;-.252001824133583;-1.20254235820924;-.908246660146614
51;.0407166371797748;.00896329790707781;-.887466356046562;-.0535967906686966;-1.03727866611795;-.270263567046958;.502526512986659;-1.14696597087343;.211317569087113;-1.27989879338739;1.12099967926029;.364999810744315;-.900677587900009;.248028953099408;-1.02472787066586;.520808374883035;.515581114989623;-.802770875458142;-.502244407100389;-.968904581868615;1.23113876396472;.335861777823755;-1.31296334874259;.194871446388421;-.641575714057204;.135570005575647;-.927680157190159;-1.05490219023471;-.112498511029519;-.462638460274662;1.05357637829036;.987248244669943;.859608314704649;.394198220452555;1.35908633383411;1.0785429089241
52;.887706968164001;-.743953726287013;1.73376893656426;-.149843403638966;2.18999194191013;1.33601119854772;.691573816994371;1.42538259015394;1.31306309188093;1.93286711280573;.772727934247384;.0994376260696042;1.26762469297164;-.839221252267864;1.53154608884175;-.719933943939954;-.487590826445125;2.02034562919962;-.237757156302424;2.1312502750481;-.5759246239815;.374432933031404;2.16321717287806;1.04074465088084;1.61401807112529;-.306407173440897;-1.0632578595253;1.37878817868629;1.28736983888532;1.94119786514882;-.649217835572978;-.289584287339911;.300279952420814;-.890036771830034;-.917916947982201;-1.19207374144243
