"resp","rt"
0,0.312
0,0.4
1,0.237
1,0.263
1,0.273
1,0.281
1,0.282
1,0.282
1,0.283
1,0.287
1,0.291
1,0.291
1,0.292
1,0.293
1,0.295
1,0.297
1,0.297
1,0.297
1,0.297
1,0.298
1,0.298
1,0.299
1,0.301
1,0.305
1,0.306
1,0.307
1,0.31
1,0.312
1,0.312
1,0.313
1,0.313
1,0.315
1,0.317
1,0.317
1,0.317
1,0.318
1,0.319
1,0.32
1,0.321
1,0.321
1,0.324
1,0.327
1,0.329
1,0.331
1,0.331
1,0.332
1,0.333
1,0.333
1,0.335
1,0.336
1,0.337
1,0.337
1,0.338
1,0.339
1,0.34
1,0.34
1,0.341
1,0.342
1,0.342
1,0.342
1,0.343
1,0.343
1,0.343
1,0.344
1,0.346
1,0.346
1,0.347
1,0.349
1,0.352
1,0.352
1,0.354
1,0.355
1,0.357
1,0.359
1,0.36
1,0.36
1,0.362
1,0.362
1,0.362
1,0.362
1,0.363
1,0.364
1,0.366
1,0.366
1,0.366
1,0.367
1,0.368
1,0.368
1,0.368
1,0.369
1,0.37
1,0.371
1,0.371
1,0.373
1,0.374
1,0.376
1,0.377
1,0.379
1,0.379
1,0.382
1,0.383
1,0.385
1,0.387
1,0.389
1,0.39
1,0.391
1,0.391
1,0.393
1,0.393
1,0.393
1,0.393
1,0.399
1,0.401
1,0.401
1,0.402
1,0.403
1,0.404
1,0.405
1,0.405
1,0.405
1,0.406
1,0.406
1,0.406
1,0.406
1,0.406
1,0.407
1,0.412
1,0.412
1,0.412
1,0.413
1,0.414
1,0.414
1,0.414
1,0.415
1,0.415
1,0.416
1,0.416
1,0.417
1,0.422
1,0.422
1,0.424
1,0.426
1,0.426
1,0.427
1,0.427
1,0.429
1,0.43
1,0.436
1,0.436
1,0.438
1,0.44
1,0.441
1,0.444
1,0.446
1,0.446
1,0.447
1,0.447
1,0.448
1,0.45
1,0.45
1,0.45
1,0.454
1,0.454
1,0.455
1,0.457
1,0.457
1,0.458
1,0.459
1,0.462
1,0.464
1,0.467
1,0.469
1,0.477
1,0.48
1,0.48
1,0.482
1,0.487
1,0.487
1,0.488
1,0.488
1,0.489
1,0.49
1,0.494
1,0.498
1,0.5
1,0.501
1,0.507
1,0.51
1,0.513
1,0.517
1,0.525
1,0.552
1,0.559
1,0.569
1,0.569
1,0.573
1,0.592
1,0.613
